predator,pred_stage,BB,PB,PL,PS,MA,SG,ZS,ZM,ZL,ZG,SQX,BMD,BD,BG,BMS,DUN,BML,PWN,BFF,BIV,GEC,BC,HEP,HEC,FPS,POP,CHY,CHS,CSY,CSS,CSN,CDS,CNY,CNS,CHC,CYE,CKS,COH,COS,COD,COY,CMS,CMF,CMH,PIS,SAL,SAF,FMM,FVS,ROC,MRO,DVR,MVR,SMD,FDF,HAP,DOG,SBL,SSK,RAT,SB,SP,BE,HSL,CSL,PIN,PHR,ROR,TOR,HUW,DL,DR,DC,DL_s,DR_s,DC_s
Pacific Herring Puget Sound,juvenile,0,0,0,1.1737387532926746e-10,1.1737387532926746e-10,0,1.1737387532926746e-10,0.00492042370518335,0.12476187834371638,1.1737387532926746e-10,0,0,0.301372461297616,0,0,0,0.3428520353743352,0.01415886564284171,0.00314044704061737,1.1737387532926746e-10,0,0.00818493058671073,0.05433272516268554,0.04898452978556475,0.09729170106537306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1737387532926746e-10,1.1737387532926746e-10,1.1737387532926746e-10,1.1737387532926746e-10,1.1737387532926746e-10,1.1737387532926746e-10,1.1737387532926746e-10,1.1737387532926746e-10,1.1737387532926746e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.868693766463373e-11,5.868693766463373e-11,5.868693766463373e-11,5.868693766463373e-11,5.868693766463373e-11,5.868693766463373e-11
Perch,juvenile,0,0,0,0,1.5280448625584448e-10,0,1.5280448625584448e-10,0.00804586538618995,0.15019125384601073,0,0,1.5280448625584448e-10,0.38607157762017663,1.5280448625584448e-10,0,0,0.4442948509328797,0,0.00185582378704241,1.5280448625584448e-10,0,0.00954062766367817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Salmon Subyearling,juvenile,0,0,1.3570607758084707e-10,0,0,0,0,0.19191846941573648,1.3570607758084707e-10,1.3570607758084707e-10,0,0,1.3570607758084707e-10,1.3570607758084707e-10,0,0,1.3570607758084707e-10,0.1294515040116441,1.3570607758084707e-10,1.3570607758084707e-10,0,1.3570607758084707e-10,0.06398671210034831,0.06398671210034831,0.02455083504075609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04296155684547321,0,0.26310222410494194,1.3570607758084707e-10,1.3570607758084707e-10,1.3570607758084707e-10,0.19191846941573648,0.02812351533654216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piscivorous flatfish,juvenile,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raptors,juvenile,0,0,0,0,0,0,0,0,0,0,0,0,0.00700525394045534,0,0,0,0,0,0,0.03502626970227671,0,0,0,0,0,0,0.00904845300642147,0.00904845300642147,0.01357267950963222,0.01357267950963222,0.01357267950963222,0.01357267950963222,0.01357267950963222,0.01357267950963222,0.01357267950963222,0.01357267950963222,0.01357267950963222,0.00904845300642147,0.01357267950963222,0.01357267950963222,0.01357267950963222,0.00904845300642147,0.01357267950963222,0.01357267950963222,0.01809690601284295,0.01357267950963222,0.01357267950963222,0.02101576182136602,0.01401050788091068,0.01401050788091068,0.01401050788091068,0.01401050788091068,0.01401050788091068,0.01751313485113835,0.02802101576182136,0,0.01401050788091068,0,0,0,0.2626970227670754,0.06304728546409809,0,0,0,0,0,0,0,0,0.03502626970227671,0.03502626970227671,0.03502626970227671,0.03502626970227671,0.03502626970227671,0.03502626970227671
Ratfish,juvenile,0,0,0,0,0,0,0,0.04549160622472016,0.08628732257239762,0,0,0,0.3273254234825585,0,0,0,0.10114650845087804,0.02857063199227387,0,0.18835023454574396,0,0.22282827273142783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Orca,juvenile,0,0,0,0,0,0,0,0,0,0,0.03225806451612904,0,0,0,0,0,0,0,0,0,0,0,0.03225806451612904,0.03225806451612904,0,0,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0.03225806451612904,0,0.03225806451612904,0.03225806451612904,0,0.03225806451612904,0,0.03225806451612904,0.03225806451612904,0.03225806451612904,0,0,0.03225806451612904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seabirds (mainly non-piscivorous),juvenile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05146865472448642,0,0,0,0,0.24864601322630803,0.23258401328867687,0.46730130742313786,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,5.153359471557286e-10,0,5.153359471557286e-10,5.153359471557286e-10,0,0,0,0,0,0,5.153359471557286e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seabirds (piscivorous),juvenile,0,0,0,0,0,0,0,0,0,0,3.813099443576342e-4,0.15487654329837483,0,0.00329524560209307,0,0,0.00988573680627923,0.00857900148131129,0.01977147361255847,0.16146703450256095,0,0.00164762280104653,0.08629289686644023,0.08629289686644023,0.10663737526080468,0.00882549432908434,0.00200471401001076,0.00200471401001076,0.00200471401001076,0.00200471401001076,0.00200471401001076,0.00200471401001076,0.00200471401001076,0.00200471401001076,0.00200471401001076,0.00200471401001076,0.00200471401001076,8.88402074477381e-5,8.88402074477381e-5,8.88402074477381e-5,8.88402074477381e-5,4.4778029608443073e-4,4.4778029608443073e-4,4.4778029608443073e-4,0.00163653013719517,0,0.00200471401001076,0.00469681231853834,0,0.00800550124096291,0.00800550124096291,0.00800550124096291,0.00800550124096291,0.21245355495927468,0.07548319641161531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sixgill Shark,juvenile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0.55,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skates,juvenile,0,0,0,0,0,0,0,0,0.01018130686361936,0,0,0,1.0650064119942291e-10,0,0,0,0.06742950297095997,0.9223891895264168,0,0,0,0,1.0650064119942291e-10,1.0650064119942291e-10,1.0650064119942291e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0650064119942291e-10,0,0,0,0,0,1.0650064119942291e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Planktivorous Fish,juvenile,0,0,1.188138985198052e-10,1.188138985198052e-10,1.188138985198052e-10,0,1.188138985198052e-10,0.00526380341764593,0.11229872426455864,1.188138985198052e-10,0,0,0.29675543972648344,0,0,0,0.3567822278003371,0.01251183262934222,0.00103814924107396,1.188138985198052e-10,0,0.00641659347623686,0.05589303424096593,0.05132814795020829,0.10171204606500855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.188138985198052e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94069492599026e-11,5.94069492599026e-11,5.94069492599026e-11,5.94069492599026e-11,5.94069492599026e-11,5.94069492599026e-11
Small demersal fish,juvenile,0,0,0,0.08227382261904143,0.00102842278273801,0,0.07713170870535134,0.0939201030814895,0.05890413051633055,0,0,0,0.04867168441328048,0.0754909458133559,0,0,0.06944357410052414,0.06586305822483302,0.07186749066018218,0.04262367926837376,0,0.03395351668769918,0.00250500043843427,0.00250500043843427,0.07756021819815885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270637574404741,0,0.00533256257716009,0.00533256257716009,0.00533256257716009,0.00533256257716009,0.04045556644141081,0.02892317328387289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01714037971230029,0.01714037971230029,0.01714037971230029,0.01714037971230029,0.01714037971230029,0.01714037971230029
Small-mouthed Flatfish,juvenile,0,0,0,0.00110241487056697,1.2358108652577595e-10,0,1.2358108652577595e-10,0.7252778818219179,0.05098462461237004,1.2358108652577595e-10,1.2358108652577595e-10,1.2358108652577595e-10,0.04868981169652988,1.2358108652577595e-10,0,0,0.06941395730685987,1.2358108652577595e-10,0.05413033270834612,0.05040097562401725,0,1.2358108652577595e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.179054326288796e-11,6.179054326288796e-11,6.179054326288796e-11,6.179054326288796e-11,6.179054326288796e-11,6.179054326288796e-11
Spiny dogfish,juvenile,0,0,0,0,0,0,6.976075661557945e-10,0,0.29383187609407235,6.976075661557945e-10,6.976075661557945e-10,0,0.2773942753571847,6.976075661557945e-10,6.976075661557945e-10,0,0.3750635870588599,6.976075661557945e-10,0,0,0,6.976075661557945e-10,6.976075661557945e-10,6.976075661557945e-10,0.05371024963055434,6.976075661557945e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.976075661557945e-10,6.976075661557945e-10,6.976075661557945e-10,6.976075661557945e-10,6.976075661557945e-10,6.976075661557945e-10,0,0,0,0,0,0,6.976075661557945e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steller sea lions,juvenile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strait of Georgia salmonids,juvenile,0,0,0,0,1.173698353320116e-10,0,1.173698353320116e-10,0.00110141450881093,0.14793506981913104,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,0.2612673317592525,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,0.58627983992703,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,0,1.173698353320116e-10,0.00170986410379203,0.00164801321597596,5.846267543304547e-5,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,0,0,0,0,0,0,0,1.173698353320116e-10,0,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,1.173698353320116e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transient Orca,juvenile,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0
